variant,label,platform,detected_peaks,selected_peak,avg_peak_duration_ms,avg_peak_mean_current_ma,avg_peak_mean_excess_current_ma,avg_peak_energy_total_uj,avg_peak_energy_uj,duration_vs_summary_ratio
u5_v0,U5 v0 float32,STM32U5,6,1,397.23999999999995,24.095041586763724,2.917810920094425,31394.56696934765,3801.7535684666495,0.9999953848432377
u5_v1,U5 v1 INT8,STM32U5,6,5,171.92166666666685,22.36430025846604,0.7937224251343329,12611.283575879303,447.3914268309448,0.9889687412515015
u5_v2,U5 v2 pruned,STM32U5,6,5,153.09833333333327,22.8790316619099,1.6215234952423654,11488.992332194684,814.2508107902592,1.001155611312851
mx_v0,MAX78000 v0,MAX78000,6,3,1.763333333333482,41.415122033238376,25.774138199905025,270.0128186143333,167.887308784,0.9534811319209705
mx_v1,MAX78000 v1,MAX78000,6,1,1.670000000000461,39.63848258001114,24.98682708001114,244.93544217966675,154.40634384216665,0.9760374050265698
mx_v0_0,MAX78000 cpu,MAX78000,6,1,897.2899999999998,14.922382541996122,3.239503708662691,49541.907135091744,10755.064846162959,1.0000039703040757
