time_iso,elapsed_s,cnn_us,raw,run,timer_ticks,cycles,pred_idx,pred_reported_idx,accepted,confidence_x10,sample_counter,word_counter
2026-05-08T14:39:13.629,2.8828482627868652,1711,CNN Time: 1711 us,,,,,,,,,
2026-05-08T14:39:13.649,2.9028820991516113,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:19.058,8.311841011047363,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:24.967,14.220830917358398,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:30.080,19.334221363067627,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:35.755,25.00845193862915,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:39.921,29.1749005317688,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:43.556,32.80951380729675,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
2026-05-08T14:39:47.872,37.12602615356445,1711,"BENCH,event=inference,run=1,mode=offline,cnn_us=1711,timer_ticks=1045,cycles=66880,pred_idx=14,pred_reported_idx=14,accepted=1,confidence_x10=332,sample_counter=12800,word_counter=1",1,1045,66880,14,14,1,332,12800,1
