Timestamp(ms),Current(uA)
5559.21,126412.422
5559.22,124128.789
5559.23,126412.422
5559.24,129458.320
5559.25,131743.531
5559.26,138603.234
5559.27,141653.938
5559.28,149285.984
5559.29,149285.984
5559.3,147758.969
5559.31,153868.813
5559.32,157689.906
5559.33,156925.531
5559.34,159983.469
5559.35,157689.906
5559.36,161512.875
5559.37,159983.469
5559.38,162277.703
5559.39,163807.563
5559.4,164572.609
5559.41,161512.875
5559.42,163042.594
5559.43,163042.594
5559.44,163807.563
5559.45,162277.703
5559.46,166868.203
5559.47,165337.734
5559.48,164572.609
5559.49,163807.563
5559.5,166102.922
5559.51,166868.203
5559.52,166868.203
5559.53,163042.594
5559.54,165337.734
5559.55,168398.969
5559.56,164572.609
5559.57,163042.594
5559.58,166102.922
5559.59,164572.609
5559.6,166868.203
5559.61,164572.609
5559.62,169164.469
5559.63,165337.734
5559.64,166102.922
5559.65,164572.609
5559.66,166868.203
5559.67,166868.203
5559.68,168398.969
5559.69,169164.469
5559.7,170695.688
5559.71,166868.203
5559.72,168398.969
5559.73,168398.969
5559.74,169164.469
5559.75,166102.922
5559.76,166868.203
5559.77,167633.547
5559.78,169164.469
5559.79,170695.688
5559.8,169164.469
5559.81,170695.688
5559.82,169930.031
5559.83,167633.547
5559.84,166868.203
5559.85,166102.922
5559.86,166868.203
5559.87,166102.922
5559.88,166102.922
5559.89,166102.922
5559.9,167633.547
5559.91,169930.031
5559.92,171461.406
5559.93,169930.031
5559.94,172993.078
5559.95,169930.031
5559.96,166868.203
5559.97,168398.969
5559.98,166868.203
5559.99,166102.922
5560,172993.078
5560.01,170695.688
5560.02,171461.406
5560.03,170695.688
5560.04,169164.469
5560.05,169164.469
5560.06,169930.031
5560.07,169930.031
5560.08,170695.688
5560.09,169164.469
5560.1,168398.969
5560.11,166102.922
5560.12,169930.031
5560.13,169164.469
5560.14,170695.688
5560.15,169930.031
5560.16,168398.969
5560.17,171461.406
5560.18,170695.688
5560.19,171461.406
5560.2,167633.547
5560.21,167633.547
5560.22,166868.203
5560.23,171461.406
5560.24,167633.547
5560.25,166868.203
5560.26,168398.969
5560.27,169930.031
5560.28,167633.547
5560.29,166868.203
5560.3,169930.031
5560.31,169930.031
5560.32,169930.031
5560.33,169164.469
5560.34,167633.547
5560.35,166102.922
5560.36,171461.406
5560.37,172993.078
5560.38,173759.016
5560.39,170695.688
5560.4,169164.469
5560.41,169164.469
5560.42,172227.203
5560.43,169930.031
5560.44,169164.469
5560.45,164572.609
5560.46,166102.922
5560.47,168398.969
5560.48,169164.469
5560.49,169930.031
5560.5,169164.469
5560.51,169930.031
5560.52,168398.969
5560.53,169164.469
5560.54,172227.203
5560.55,171461.406
5560.56,171461.406
5560.57,172227.203
5560.58,169930.031
5560.59,169930.031
5560.6,171461.406
5560.61,170695.688
5560.62,172227.203
5560.63,169930.031
5560.64,168398.969
5560.65,168398.969
5560.66,167633.547
5560.67,172227.203
5560.68,172227.203
5560.69,170695.688
5560.7,169930.031
5560.71,169930.031
5560.72,172227.203
5560.73,172993.078
5560.74,169930.031
5560.75,169930.031
5560.76,168398.969
5560.77,169164.469
5560.78,169930.031
5560.79,171461.406
5560.8,172227.203
5560.81,171461.406
5560.82,170695.688
5560.83,170695.688
5560.84,171461.406
5560.85,173759.016
5560.86,170695.688
5560.87,169164.469
5560.88,170695.688
5560.89,169164.469
5560.9,171461.406
5560.91,172993.078
5560.92,176057.313
5560.93,172227.203
5560.94,172993.078
5560.95,171461.406
5560.96,172993.078
5560.97,172993.078
5560.98,167633.547
5560.99,166102.922
5561,169930.031
5561.01,171461.406
5561.02,169930.031
5561.03,172227.203
5561.04,172993.078
5561.05,169164.469
5561.06,169164.469
5561.07,170695.688
5561.08,167633.547
5561.09,167633.547
5561.1,170695.688
5561.11,166868.203
5561.12,166102.922
5561.13,167633.547
5561.14,172227.203
5561.15,170695.688
5561.16,169930.031
5561.17,167633.547
5561.18,170695.688
5561.19,167633.547
5561.2,171461.406
5561.21,169930.031
5561.22,170695.688
5561.23,169164.469
5561.24,169164.469
5561.25,169164.469
5561.26,171461.406
5561.27,173759.016
5561.28,166102.922
5561.29,166102.922
5561.3,169164.469
5561.31,169930.031
5561.32,167633.547
5561.33,169164.469
5561.34,169930.031
5561.35,173759.016
5561.36,171461.406
5561.37,169164.469
5561.38,171461.406
5561.39,172993.078
5561.4,172227.203
5561.41,170695.688
5561.42,171461.406
5561.43,170695.688
5561.44,171461.406
5561.45,171461.406
5561.46,172993.078
5561.47,169930.031
5561.48,171461.406
5561.49,170695.688
5561.5,169930.031
5561.51,172227.203
5561.52,171461.406
5561.53,172227.203
5561.54,172993.078
5561.55,170695.688
5561.56,170695.688
5561.57,172227.203
5561.58,169930.031
5561.59,169164.469
5561.6,172227.203
5561.61,172993.078
5561.62,170695.688
5561.63,172227.203
5561.64,170695.688
5561.65,168398.969
5561.66,172227.203
5561.67,172993.078
5561.68,169930.031
5561.69,169930.031
5561.7,169930.031
5561.71,170695.688
5561.72,169930.031
5561.73,167633.547
5561.74,171461.406
5561.75,168398.969
5561.76,169930.031
5561.77,170695.688
5561.78,167633.547
5561.79,169164.469
5561.8,168398.969
5561.81,171461.406
5561.82,169164.469
5561.83,169164.469
5561.84,170695.688
5561.85,169930.031
5561.86,168398.969
5561.87,168398.969
5561.88,169164.469
5561.89,171461.406
5561.9,172993.078
5561.91,172993.078
5561.92,170695.688
5561.93,172993.078
5561.94,169164.469
5561.95,172993.078
5561.96,171461.406
5561.97,172227.203
5561.98,169164.469
5561.99,171461.406
5562,171461.406
5562.01,171461.406
5562.02,169930.031
5562.03,169164.469
5562.04,171461.406
5562.05,172993.078
5562.06,172227.203
5562.07,169164.469
5562.08,170695.688
5562.09,172227.203
5562.1,170695.688
5562.11,169164.469
5562.12,172227.203
5562.13,170695.688
5562.14,169164.469
5562.15,170695.688
5562.16,172227.203
5562.17,169164.469
5562.18,172227.203
5562.19,168398.969
5562.2,170695.688
5562.21,172227.203
5562.22,169164.469
5562.23,167633.547
5562.24,167633.547
5562.25,172227.203
5562.26,172227.203
5562.27,172993.078
5562.28,169930.031
5562.29,171461.406
5562.3,166102.922
5562.31,172993.078
5562.32,171461.406
5562.33,171461.406
5562.34,172227.203
5562.35,169930.031
5562.36,168398.969
5562.37,167633.547
5562.38,169164.469
5562.39,169164.469
5562.4,173759.016
5562.41,172993.078
5562.42,172227.203
5562.43,171461.406
5562.44,172227.203
5562.45,170695.688
5562.46,172227.203
5562.47,171461.406
5562.48,169164.469
5562.49,172993.078
5562.5,169164.469
5562.51,166868.203
5562.52,171461.406
5562.53,169164.469
5562.54,170695.688
5562.55,170695.688
5562.56,169930.031
5562.57,172993.078
5562.58,169164.469
5562.59,168398.969
5562.6,170695.688
5562.61,171461.406
5562.62,169164.469
5562.63,168398.969
5562.64,164572.609
5562.65,171461.406
5562.66,169930.031
5562.67,170695.688
5562.68,169930.031
5562.69,169164.469
5562.7,167633.547
5562.71,169930.031
5562.72,169930.031
5562.73,170695.688
5562.74,166868.203
5562.75,166868.203
5562.76,166102.922
5562.77,168398.969
5562.78,166102.922
5562.79,167633.547
5562.8,167633.547
5562.81,169930.031
5562.82,166102.922
5562.83,163042.594
5562.84,166102.922
5562.85,169930.031
5562.86,167633.547
5562.87,168398.969
5562.88,169930.031
5562.89,166102.922
5562.9,163042.594
5562.91,168398.969
5562.92,170695.688
5562.93,166868.203
5562.94,165337.734
5562.95,166102.922
5562.96,167633.547
5562.97,170695.688
5562.98,170695.688
5562.99,166868.203
5563,165337.734
5563.01,168398.969
5563.02,168398.969
5563.03,172993.078
5563.04,169930.031
5563.05,170695.688
5563.06,172993.078
5563.07,169930.031
5563.08,172993.078
5563.09,166102.922
5563.1,164572.609
5563.11,168398.969
5563.12,166868.203
5563.13,167633.547
5563.14,167633.547
5563.15,164572.609
5563.16,166868.203
5563.17,169164.469
5563.18,167633.547
5563.19,170695.688
5563.2,168398.969
5563.21,169930.031
5563.22,169164.469
5563.23,172993.078
5563.24,168398.969
5563.25,170695.688
5563.26,169930.031
5563.27,168398.969
5563.28,170695.688
5563.29,171461.406
5563.3,170695.688
5563.31,169164.469
5563.32,169930.031
5563.33,172227.203
5563.34,169930.031
5563.35,172227.203
5563.36,170695.688
5563.37,169164.469
5563.38,169930.031
5563.39,169930.031
5563.4,169930.031
5563.41,169164.469
5563.42,169930.031
5563.43,168398.969
5563.44,170695.688
5563.45,169164.469
5563.46,170695.688
5563.47,169930.031
5563.48,168398.969
5563.49,169930.031
5563.5,169930.031
5563.51,169164.469
5563.52,170695.688
5563.53,170695.688
5563.54,170695.688
5563.55,170695.688
5563.56,171461.406
5563.57,166102.922
5563.58,169930.031
5563.59,169930.031
5563.6,171461.406
5563.61,163042.594
5563.62,164572.609
5563.63,166868.203
5563.64,169930.031
5563.65,169930.031
5563.66,172227.203
5563.67,171461.406
5563.68,172993.078
5563.69,169164.469
5563.7,170695.688
5563.71,166102.922
5563.72,167633.547
5563.73,165337.734
5563.74,164572.609
5563.75,167633.547
5563.76,166102.922
5563.77,166102.922
5563.78,165337.734
5563.79,167633.547
5563.8,171461.406
5563.81,170695.688
5563.82,171461.406
5563.83,165337.734
5563.84,167633.547
5563.85,169930.031
5563.86,169930.031
5563.87,165337.734
5563.88,168398.969
5563.89,166868.203
5563.9,168398.969
5563.91,169930.031
5563.92,169930.031
5563.93,169930.031
5563.94,166868.203
5563.95,167633.547
5563.96,166102.922
5563.97,166102.922
5563.98,170695.688
5563.99,167633.547
5564,172993.078
5564.01,172993.078
5564.02,169930.031
5564.03,168398.969
5564.04,166868.203
5564.05,169164.469
5564.06,169930.031
5564.07,169164.469
5564.08,169930.031
5564.09,169930.031
5564.1,169164.469
5564.11,170695.688
5564.12,172993.078
5564.13,168398.969
5564.14,170695.688
5564.15,169164.469
5564.16,169930.031
5564.17,169164.469
5564.18,172993.078
5564.19,169164.469
5564.2,170695.688
5564.21,166102.922
5564.22,166868.203
5564.23,166102.922
5564.24,169930.031
5564.25,165337.734
5564.26,163807.563
5564.27,156925.531
5564.28,154632.875
5564.29,150813.297
5564.3,149285.984
5564.31,151577.063
5564.32,152340.906
5564.33,153868.813
5564.34,156161.250
5564.35,156161.250
5564.36,155397.031
5564.37,159218.875
5564.38,160748.141
5564.39,160748.141
5564.4,158454.344
5564.41,158454.344
5564.42,159983.469
5564.43,161512.875
5564.44,156925.531
5564.45,160748.141
5564.46,159218.875
5564.47,159218.875
5564.48,160748.141
5564.49,160748.141
5564.5,157689.906
5564.51,160748.141
5564.52,160748.141
5564.53,157689.906
5564.54,159218.875
5564.55,156925.531
5564.56,155397.031
5564.57,158454.344
5564.58,156925.531
5564.59,159983.469
5564.6,153868.813
5564.61,150049.594
5564.62,150049.594
5564.63,148522.438
5564.64,147758.969
5564.65,148522.438
5564.66,152340.906
5564.67,150813.297
5564.68,148522.438
5564.69,151577.063
5564.7,153104.813
5564.71,150813.297
5564.72,149285.984
5564.73,150049.594
5564.74,148522.438
5564.75,149285.984
5564.76,147758.969
5564.77,150813.297
5564.78,150813.297
5564.79,150813.297
5564.8,150813.297
5564.81,148522.438
5564.82,150813.297
5564.83,149285.984
5564.84,153104.813
5564.85,151577.063
5564.86,150049.594
5564.87,151577.063
5564.88,147758.969
5564.89,150049.594
5564.9,149285.984
5564.91,148522.438
5564.92,149285.984
5564.93,150813.297
5564.94,151577.063
5564.95,149285.984
5564.96,150049.594
5564.97,147758.969
5564.98,147758.969
5564.99,150813.297
5565,149285.984
5565.01,149285.984
5565.02,150813.297
5565.03,146995.578
5565.04,150813.297
5565.05,150049.594
5565.06,153868.813
5565.07,152340.906
5565.08,150049.594
5565.09,148522.438
5565.1,148522.438
5565.11,150049.594
5565.12,150813.297
5565.13,149285.984
5565.14,147758.969
5565.15,147758.969
5565.16,150813.297
5565.17,149285.984
5565.18,150049.594
5565.19,146995.578
5565.2,149285.984
5565.21,149285.984
5565.22,150813.297
5565.23,151577.063
5565.24,149285.984
5565.25,146232.266
5565.26,150049.594
5565.27,150813.297
5565.28,147758.969
5565.29,151577.063
5565.3,149285.984
5565.31,151577.063
5565.32,150049.594
5565.33,149285.984
5565.34,149285.984
5565.35,149285.984
5565.36,150049.594
5565.37,151577.063
5565.38,147758.969
5565.39,150049.594
5565.4,150813.297
5565.41,149285.984
5565.42,153104.813
5565.43,160748.141
5565.44,163042.594
5565.45,161512.875
5565.46,169930.031
5565.47,167633.547
5565.48,169164.469
5565.49,169930.031
5565.5,170695.688
5565.51,172993.078
5565.52,176057.313
5565.53,174525.047
5565.54,172227.203
5565.55,172993.078
5565.56,173759.016
5565.57,175291.141
5565.58,178356.281
5565.59,178356.281
5565.6,178356.281
5565.61,176057.313
5565.62,175291.141
5565.63,172993.078
5565.64,170695.688
5565.65,167633.547
