Timestamp(ms),Current(uA)
5565.66,166102.922
5565.67,163807.563
5565.68,159983.469
5565.69,158454.344
5565.7,156925.531
5565.71,153868.813
5565.72,155397.031
5565.73,152340.906
5565.74,152340.906
5565.75,151577.063
5565.76,151577.063
5565.77,150813.297
5565.78,149285.984
5565.79,151577.063
5565.8,150813.297
5565.81,150813.297
5565.82,152340.906
5565.83,151577.063
5565.84,149285.984
5565.85,149285.984
5565.86,149285.984
5565.87,150813.297
5565.88,150049.594
5565.89,152340.906
5565.9,149285.984
5565.91,152340.906
5565.92,149285.984
5565.93,150049.594
5565.94,153868.813
5565.95,147758.969
5565.96,150813.297
5565.97,149285.984
5565.98,148522.438
5565.99,147758.969
5566,149285.984
5566.01,147758.969
5566.02,149285.984
5566.03,153104.813
5566.04,150813.297
5566.05,152340.906
5566.06,150049.594
5566.07,150813.297
5566.08,150813.297
5566.09,151577.063
5566.1,149285.984
5566.11,148522.438
5566.12,150049.594
5566.13,147758.969
5566.14,151577.063
5566.15,150813.297
5566.16,151577.063
5566.17,150049.594
5566.18,150049.594
5566.19,156161.250
5566.2,160748.141
5566.21,166868.203
5566.22,166102.922
5566.23,166868.203
5566.24,165337.734
5566.25,163042.594
5566.26,164572.609
5566.27,169930.031
5566.28,170695.688
5566.29,172227.203
5566.3,182956.266
5566.31,194468.031
5566.32,202151.953
5566.33,206765.906
5566.34,203689.625
5566.35,198309.047
5566.36,187558.938
5566.37,180655.938
5566.38,172227.203
5566.39,171461.406
5566.4,166868.203
5566.41,159983.469
5566.42,156925.531
5566.43,150813.297
5566.44,155397.031
5566.45,156161.250
5566.46,156161.250
5566.47,155397.031
5566.48,155397.031
5566.49,149285.984
5566.5,145469.016
5566.51,139365.797
5566.52,138603.234
5566.53,139365.797
5566.54,134791.547
5566.55,136316.000
5566.56,136316.000
5566.57,134791.547
5566.58,133267.391
5566.59,134791.547
