time_iso,elapsed_s,raw,run,cnn_us,cycles,pred_idx,mode
2026-05-15T19:29:52.385,0.08640503883361816,"BENCH,event=inference,run=8,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",8,2048473,204847300,11,offline
2026-05-15T19:29:54.436,2.1382009983062744,"BENCH,event=inference,run=9,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",9,2048473,204847300,11,offline
2026-05-15T19:29:56.487,4.189100742340088,"BENCH,event=inference,run=10,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",10,2048473,204847300,11,offline
2026-05-15T19:29:58.539,6.240922212600708,"BENCH,event=inference,run=11,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",11,2048473,204847300,11,offline
2026-05-15T19:30:00.591,8.29261827468872,"BENCH,event=inference,run=12,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",12,2048473,204847300,11,offline
2026-05-15T19:30:02.643,10.344468593597412,"BENCH,event=inference,run=13,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",13,2048473,204847300,11,offline
2026-05-15T19:30:04.694,12.395336866378784,"BENCH,event=inference,run=14,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",14,2048473,204847300,11,offline
2026-05-15T19:30:06.745,14.446993350982666,"BENCH,event=inference,run=15,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",15,2048473,204847300,11,offline
2026-05-15T19:30:08.797,16.498639345169067,"BENCH,event=inference,run=16,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",16,2048473,204847300,11,offline
2026-05-15T19:30:10.849,18.550341606140137,"BENCH,event=inference,run=17,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",17,2048473,204847300,11,offline
2026-05-15T19:30:12.900,20.601935863494873,"BENCH,event=inference,run=18,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",18,2048473,204847300,11,offline
2026-05-15T19:30:14.952,22.653650283813477,"BENCH,event=inference,run=19,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",19,2048473,204847300,11,offline
2026-05-15T19:30:17.004,24.705312728881836,"BENCH,event=inference,run=20,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",20,2048473,204847300,11,offline
2026-05-15T19:30:19.055,26.757091999053955,"BENCH,event=inference,run=21,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",21,2048473,204847300,11,offline
2026-05-15T19:30:21.106,28.807996034622192,"BENCH,event=inference,run=22,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",22,2048473,204847300,11,offline
2026-05-15T19:30:23.158,30.859745979309082,"BENCH,event=inference,run=23,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",23,2048473,204847300,11,offline
2026-05-15T19:30:25.210,32.91144561767578,"BENCH,event=inference,run=24,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",24,2048473,204847300,11,offline
2026-05-15T19:30:27.261,34.96318173408508,"BENCH,event=inference,run=25,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",25,2048473,204847300,11,offline
2026-05-15T19:30:29.313,37.01487994194031,"BENCH,event=inference,run=26,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",26,2048473,204847300,11,offline
2026-05-15T19:30:31.365,39.066561460494995,"BENCH,event=inference,run=27,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",27,2048473,204847300,11,offline
2026-05-15T19:30:33.416,41.11823582649231,"BENCH,event=inference,run=28,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",28,2048473,204847300,11,offline
2026-05-15T19:30:35.468,43.16992139816284,"BENCH,event=inference,run=29,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",29,2048473,204847300,11,offline
2026-05-15T19:30:37.519,45.22080636024475,"BENCH,event=inference,run=30,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",30,2048473,204847300,11,offline
2026-05-15T19:30:39.571,47.27267074584961,"BENCH,event=inference,run=31,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",31,2048473,204847300,11,offline
2026-05-15T19:30:41.623,49.32460045814514,"BENCH,event=inference,run=32,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",32,2048473,204847300,11,offline
2026-05-15T19:30:43.674,51.37629008293152,"BENCH,event=inference,run=33,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",33,2048473,204847300,11,offline
2026-05-15T19:30:45.725,53.42702674865723,"BENCH,event=inference,run=34,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",34,2048473,204847300,11,offline
2026-05-15T19:30:47.777,55.478750705718994,"BENCH,event=inference,run=35,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",35,2048473,204847300,11,offline
2026-05-15T19:30:49.829,57.53067398071289,"BENCH,event=inference,run=36,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",36,2048473,204847300,11,offline
2026-05-15T19:30:51.880,59.58142948150635,"BENCH,event=inference,run=37,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",37,2048473,204847300,11,offline
2026-05-15T19:30:53.931,61.63322305679321,"BENCH,event=inference,run=38,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",38,2048473,204847300,11,offline
2026-05-15T19:30:55.983,63.6850004196167,"BENCH,event=inference,run=39,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",39,2048473,204847300,11,offline
2026-05-15T19:30:58.034,65.7358603477478,"BENCH,event=inference,run=40,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",40,2048473,204847300,11,offline
2026-05-15T19:31:00.086,67.78764533996582,"BENCH,event=inference,run=41,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",41,2048473,204847300,11,offline
2026-05-15T19:31:02.137,69.83858275413513,"BENCH,event=inference,run=42,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",42,2048473,204847300,11,offline
