time_iso,elapsed_s,raw,run,cnn_us,cycles,pred_idx,mode
2026-05-16T14:25:43.826,0.03979945182800293,"BENCH,event=inference,run=0,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",0,161,16100,11,offline
2026-05-16T14:25:43.839,0.05216503143310547,"BENCH,event=inference,run=1,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",1,160,16000,11,offline
2026-05-16T14:25:43.841,0.05503964424133301,"BENCH,event=inference,run=2,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",2,161,16100,11,offline
2026-05-16T14:25:43.848,0.061708688735961914,"BENCH,event=inference,run=3,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",3,160,16000,11,offline
2026-05-16T14:25:43.877,0.09048247337341309,"BENCH,event=inference,run=4,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",4,161,16100,11,offline
2026-05-16T14:25:43.878,0.09151601791381836,"BENCH,event=inference,run=5,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",5,161,16100,11,offline
2026-05-16T14:25:43.879,0.09247970581054688,"BENCH,event=inference,run=6,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",6,160,16000,11,offline
2026-05-16T14:25:43.880,0.09353232383728027,"BENCH,event=inference,run=7,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",7,161,16100,11,offline
2026-05-16T14:25:43.881,0.09502577781677246,"BENCH,event=inference,run=8,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",8,160,16000,11,offline
2026-05-16T14:25:43.888,0.10153937339782715,"BENCH,event=inference,run=9,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",9,160,16000,11,offline
2026-05-16T14:25:43.895,0.108428955078125,"BENCH,event=inference,run=10,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",10,160,16000,11,offline
2026-05-16T14:25:43.904,0.11771178245544434,"BENCH,event=inference,run=11,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",11,160,16000,11,offline
