time_iso,elapsed_s,raw,run,cnn_us,cycles,pred_idx,mode
2026-05-16T14:25:43.908,0.12177062034606934,"BENCH,event=inference,run=12,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",12,161,16100,11,offline
2026-05-16T14:25:43.916,0.12972378730773926,"BENCH,event=inference,run=13,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",13,161,16100,11,offline
2026-05-16T14:25:43.922,0.1354992389678955,"BENCH,event=inference,run=14,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",14,160,16000,11,offline
2026-05-16T14:25:43.929,0.14243316650390625,"BENCH,event=inference,run=15,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",15,161,16100,11,offline
2026-05-16T14:25:43.936,0.14951419830322266,"BENCH,event=inference,run=16,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",16,161,16100,11,offline
2026-05-16T14:25:43.943,0.15688753128051758,"BENCH,event=inference,run=17,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",17,161,16100,11,offline
2026-05-16T14:25:43.950,0.16336727142333984,"BENCH,event=inference,run=18,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",18,161,16100,11,offline
2026-05-16T14:25:43.957,0.17032074928283691,"BENCH,event=inference,run=19,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",19,160,16000,11,offline
2026-05-16T14:25:43.963,0.176924467086792,"BENCH,event=inference,run=20,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",20,161,16100,11,offline
2026-05-16T14:25:43.970,0.18347716331481934,"BENCH,event=inference,run=21,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",21,160,16000,11,offline
2026-05-16T14:25:43.977,0.1905968189239502,"BENCH,event=inference,run=22,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",22,161,16100,11,offline
2026-05-16T14:25:43.989,0.20310473442077637,"BENCH,event=inference,run=23,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",23,160,16000,11,offline
2026-05-16T14:25:43.995,0.2084975242614746,"BENCH,event=inference,run=24,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",24,160,16000,11,offline
2026-05-16T14:25:44.000,0.21338796615600586,"BENCH,event=inference,run=25,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",25,161,16100,11,offline
2026-05-16T14:25:44.005,0.2190864086151123,"BENCH,event=inference,run=26,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",26,161,16100,11,offline
2026-05-16T14:25:44.012,0.2253406047821045,"BENCH,event=inference,run=27,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",27,160,16000,11,offline
2026-05-16T14:25:44.020,0.23395276069641113,"BENCH,event=inference,run=28,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",28,161,16100,11,offline
2026-05-16T14:25:44.026,0.23928403854370117,"BENCH,event=inference,run=29,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",29,160,16000,11,offline
2026-05-16T14:25:44.039,0.25212550163269043,"BENCH,event=inference,run=30,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",30,160,16000,11,offline
2026-05-16T14:25:44.042,0.25537848472595215,"BENCH,event=inference,run=31,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",31,161,16100,11,offline
2026-05-16T14:25:44.046,0.2593991756439209,"BENCH,event=inference,run=32,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",32,161,16100,11,offline
2026-05-16T14:25:44.055,0.2686319351196289,"BENCH,event=inference,run=33,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",33,161,16100,11,offline
2026-05-16T14:25:44.060,0.27343201637268066,"BENCH,event=inference,run=34,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",34,160,16000,11,offline
2026-05-16T14:25:44.070,0.28403520584106445,"BENCH,event=inference,run=35,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",35,160,16000,11,offline
2026-05-16T14:25:44.074,0.2875480651855469,"BENCH,event=inference,run=36,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",36,161,16100,11,offline
2026-05-16T14:25:44.084,0.2976348400115967,"BENCH,event=inference,run=37,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",37,161,16100,11,offline
2026-05-16T14:25:44.088,0.30129408836364746,"BENCH,event=inference,run=38,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",38,160,16000,11,offline
2026-05-16T14:25:44.094,0.3074777126312256,"BENCH,event=inference,run=39,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",39,160,16000,11,offline
2026-05-16T14:25:44.101,0.31495189666748047,"BENCH,event=inference,run=40,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",40,161,16100,11,offline
2026-05-16T14:25:44.109,0.3224303722381592,"BENCH,event=inference,run=41,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",41,161,16100,11,offline
2026-05-16T14:25:44.116,0.3292198181152344,"BENCH,event=inference,run=42,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",42,161,16100,11,offline
2026-05-16T14:25:44.122,0.33539700508117676,"BENCH,event=inference,run=43,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",43,161,16100,11,offline
2026-05-16T14:25:44.137,0.35050344467163086,"BENCH,event=inference,run=44,mode=offline,cnn_us=160,cycles=16000,pred_idx=11",44,160,16000,11,offline
2026-05-16T14:25:44.139,0.3529491424560547,"BENCH,event=inference,run=45,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",45,161,16100,11,offline
2026-05-16T14:25:44.143,0.3562040328979492,"BENCH,event=inference,run=46,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",46,161,16100,11,offline
2026-05-16T14:25:44.154,0.3676283359527588,"BENCH,event=inference,run=47,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",47,161,16100,11,offline
2026-05-16T14:25:44.157,0.3702065944671631,"BENCH,event=inference,run=48,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",48,161,16100,11,offline
2026-05-16T14:25:44.163,0.37630677223205566,"BENCH,event=inference,run=49,mode=offline,cnn_us=161,cycles=16100,pred_idx=11",49,161,16100,11,offline
