peak_number,window_start_ms,window_end_ms,peak_time_ms,peak_current_ua,baseline_current_ua,threshold_current_ua,start_ms,end_ms,duration_ms,mean_current_ua,mean_excess_current_ua,charge_total_uc,charge_uc,energy_total_uj,energy_uj
1,0.0,5325.785,2603.21,27437.461,21884.076,23039.1985,2395.8,2792.65,396.8599999999999,24175.63077833138,2291.5547783349684,9594.340830688685,909.4264293299075,31469.437924658883,2982.9186882020963
2,5325.785,10682.685,8048.36,27535.832,26308.541,26517.0425,7891.17,8071.05,179.8900000000001,26010.865142810464,-297.67585719048196,4679.094530539983,-53.54890994999814,15347.430060171142,-175.6404246359939
3,10682.685,15361.435000000001,13317.01,27781.898,23869.189,24503.525999999998,13224.7,13414.79,190.10000000000014,25981.443082063433,2112.254082062131,4939.072329899971,401.5395010000126,16200.157242071904,1317.0495632800412
4,15361.435000000001,19949.515,17405.86,27634.234,26259.555,26541.7385,17256.41,17426.49,170.09000000000174,25954.420614381444,-305.134385619402,4414.587402300048,-51.90030765000701,14479.846679544156,-170.23300909202297
5,19949.515,25255.945,22493.17,27585.029,21932.332,23112.1665,22434.22,22657.45,223.23999999999955,25705.87923817505,3773.5472381739696,5738.580481129785,842.4066854500068,18822.543978105692,2763.093928276022
6,25255.945,30000.0,28018.72,27486.643,21884.076,23063.713750000003,27966.0,28189.24,223.2500000000016,25667.971874580693,3783.8958745800287,5730.374720999753,844.7547539999165,18795.629084879187,2770.7955931197257
