peak_number,window_start_ms,window_end_ms,peak_time_ms,peak_current_ua,baseline_current_ua,threshold_current_ua,start_ms,end_ms,duration_ms,mean_current_ua,mean_excess_current_ua,charge_total_uc,charge_uc,energy_total_uj,energy_uj
1,2110.02,7550.32,2364.22,159983.469,103606.531,103606.531,2110.02,2527.02,417.01,151616.9644102467,48010.43341026606,63225.79032871599,20020.830836413443,316128.95164358,100104.15418206721
2,7550.32,12990.68,7690.4,160748.141,104365.641,104365.641,7550.32,7967.32,417.01,151977.714724893,47612.07372489096,63376.22681742656,19854.71086401722,316881.1340871328,99273.5543200861
3,12990.68,18431.03,13032.72,160748.141,104365.641,104365.641,12990.68,13407.68,417.01,151968.03492354412,47602.39392354351,63372.19024346611,19850.674290056893,316860.9512173305,99253.37145028447
4,18431.03,23871.2,18657.3,163807.563,104365.641,104365.641,18431.03,18848.03,417.01,151991.47111263077,47625.83011262816,63381.96336867637,19860.44741526747,316909.81684338185,99302.23707633735
5,23871.2,29310.54,24204.2,160748.141,103606.531,103606.531,23871.2,24288.2,417.01,152176.45214716165,48569.9211471804,63459.10230988677,20254.14281758285,317295.51154943387,101270.71408791425
6,29310.54,34750.07,29375.62,160748.141,104365.641,104365.641,29310.54,29727.54,417.01,152228.3668518209,47862.72585181921,63480.75126087689,19959.23530746709,317403.75630438444,99796.17653733544
7,34750.07,40000.0,34953.34,160748.141,104365.641,104365.641,34750.07,35167.07,417.01,152178.1205478957,47812.47954789304,63459.79804967674,19938.28209626704,317298.9902483837,99691.4104813352
