peak_number,window_start_ms,window_end_ms,peak_time_ms,peak_current_ua,baseline_current_ua,threshold_current_ua,start_ms,end_ms,duration_ms,mean_current_ua,mean_excess_current_ua,charge_total_uc,charge_uc,energy_total_uj,energy_uj
1,0.0,1900.0,418.96,15963.417,12023.61,13521.889500000001,335.02,1232.3,897.29,15008.399094939628,2984.7890949405964,13466.886423897526,2678.2214069999623,49827.479768420846,9909.419205899861
2,1900.0,3800.0,2239.87,15868.945,11977.054,13522.154,2210.03,3107.31,897.2899999999997,15037.71204698391,3060.6580469842993,13493.188642637846,2746.297858979574,49924.797977760034,10161.302078224424
3,3800.0,5700.0,4098.67,15868.945,11326.105,13126.0635,4084.25,4981.53,897.2899999999997,14913.82187311751,3587.7168731158845,13382.023228527401,3219.2224730801977,49513.48594555139,11911.123150396732
4,5700.0,7600.0,6082.03,15963.417,10723.079,12801.020499999999,5958.57,6855.85,897.2900000000006,14850.615485238939,4127.5364852401535,13325.30876874742,3703.5972128407766,49303.642444365454,13703.309687510875
5,7600.0,9500.0,7908.3,15963.417,11790.906,13334.934000000001,7834.96,8732.24,897.2899999999997,14860.63496269885,3069.7289626977827,13334.299145677589,2754.4371009401484,49336.90683900708,10191.41727347855
6,9500.0,11400.0,9789.49,16010.664,12256.519,13567.7405,9710.1,10607.38,897.2899999999988,14863.111788997896,2606.59278899743,13336.521577147474,2338.869643639812,49345.12983544566,8653.817681467304
