time_ms,time_relative_ms,current_ua
28012.08,-15.0,24493.389
28012.09,-14.9900000000016,24396.025
28012.1,-14.980000000003201,24444.703
28012.11,-14.970000000001164,24493.389
28012.12,-14.960000000002765,24396.025
28012.13,-14.950000000000728,24201.396
28012.14,-14.940000000002328,24347.355
28012.15,-14.930000000000291,24444.703
28012.16,-14.920000000001892,24250.041
28012.17,-14.910000000003492,24298.695
28012.18,-14.900000000001455,24152.76
28012.19,-14.890000000003056,24055.512
28012.2,-14.880000000001019,24298.695
28012.21,-14.87000000000262,24201.396
28012.22,-14.860000000000582,24055.512
28012.23,-14.850000000002183,24152.76
28012.24,-14.840000000000146,24201.396
28012.25,-14.830000000001746,24250.041
28012.26,-14.820000000003347,24201.396
28012.27,-14.81000000000131,24055.512
28012.28,-14.80000000000291,24152.76
28012.29,-14.790000000000873,24250.041
28012.3,-14.780000000002474,24298.695
28012.31,-14.770000000000437,24201.396
28012.32,-14.760000000002037,24201.396
28012.33,-14.75,24396.025
28012.34,-14.7400000000016,24104.131
28012.35,-14.730000000003201,24250.041
28012.36,-14.720000000001164,24201.396
28012.37,-14.710000000002765,24104.131
28012.38,-14.700000000000728,24104.131
28012.39,-14.690000000002328,24444.703
28012.4,-14.680000000000291,24298.695
28012.41,-14.670000000001892,24250.041
28012.42,-14.660000000003492,24104.131
28012.43,-14.650000000001455,24347.355
28012.44,-14.640000000003056,24250.041
28012.45,-14.630000000001019,24250.041
28012.46,-14.62000000000262,24298.695
28012.47,-14.610000000000582,24298.695
28012.48,-14.600000000002183,24347.355
28012.49,-14.590000000000146,24444.703
28012.5,-14.580000000001746,24250.041
28012.51,-14.570000000003347,24250.041
28012.52,-14.56000000000131,24347.355
28012.53,-14.55000000000291,24493.389
28012.54,-14.540000000000873,24493.389
28012.55,-14.530000000002474,24152.76
28012.56,-14.520000000000437,24250.041
28012.57,-14.510000000002037,24201.396
28012.58,-14.5,24347.355
28012.59,-14.4900000000016,24250.041
28012.6,-14.480000000003201,23958.295
28012.61,-14.470000000001164,24152.76
28012.62,-14.460000000002765,24250.041
28012.63,-14.450000000000728,24347.355
28012.64,-14.440000000002328,24396.025
28012.65,-14.430000000000291,24298.695
28012.66,-14.420000000001892,24250.041
28012.67,-14.410000000003492,24347.355
28012.68,-14.400000000001455,24298.695
28012.69,-14.390000000003056,24298.695
28012.7,-14.380000000001019,24250.041
28012.71,-14.37000000000262,24347.355
28012.72,-14.360000000000582,24298.695
28012.73,-14.350000000002183,24104.131
28012.74,-14.340000000000146,24298.695
28012.75,-14.330000000001746,24055.512
28012.76,-14.320000000003347,24250.041
28012.77,-14.31000000000131,24396.025
28012.78,-14.30000000000291,24298.695
28012.79,-14.290000000000873,24396.025
28012.8,-14.280000000002474,24250.041
28012.81,-14.270000000000437,24347.355
28012.82,-14.260000000002037,24152.76
28012.83,-14.25,24347.355
28012.84,-14.2400000000016,24493.389
28012.85,-14.230000000003201,24250.041
28012.86,-14.220000000001164,24104.131
28012.87,-14.210000000002765,24298.695
28012.88,-14.200000000000728,24396.025
28012.89,-14.190000000002328,24347.355
28012.9,-14.180000000000291,24347.355
28012.91,-14.170000000001892,24493.389
28012.92,-14.160000000003492,24493.389
28012.93,-14.150000000001455,24250.041
28012.94,-14.140000000003056,24542.082
28012.95,-14.130000000001019,24542.082
28012.96,-14.12000000000262,24493.389
28012.97,-14.110000000000582,24493.389
28012.98,-14.100000000002183,24201.396
28012.99,-14.090000000000146,24347.355
28013.0,-14.080000000001746,24298.695
28013.01,-14.070000000003347,24444.703
28013.02,-14.06000000000131,24250.041
28013.03,-14.05000000000291,24298.695
28013.04,-14.040000000000873,24298.695
28013.05,-14.030000000002474,24298.695
28013.06,-14.020000000000437,24347.355
28013.07,-14.010000000002037,24396.025
28013.08,-14.0,24298.695
28013.09,-13.9900000000016,24542.082
28013.1,-13.980000000003201,24347.355
28013.11,-13.970000000001164,24298.695
28013.12,-13.960000000002765,24298.695
28013.13,-13.950000000000728,24396.025
28013.14,-13.940000000002328,24347.355
28013.15,-13.930000000000291,24444.703
28013.16,-13.920000000001892,24250.041
28013.17,-13.910000000003492,24298.695
28013.18,-13.900000000001455,24298.695
28013.19,-13.890000000003056,24493.389
28013.2,-13.880000000001019,24493.389
28013.21,-13.87000000000262,24396.025
28013.22,-13.860000000000582,24396.025
28013.23,-13.850000000002183,24298.695
28013.24,-13.840000000000146,24298.695
28013.25,-13.830000000001746,24298.695
28013.26,-13.820000000003347,24396.025
28013.27,-13.81000000000131,24444.703
28013.28,-13.80000000000291,24444.703
28013.29,-13.790000000000873,24542.082
28013.3,-13.780000000002474,24396.025
28013.31,-13.770000000000437,24444.703
28013.32,-13.760000000002037,24493.389
28013.33,-13.75,24444.703
28013.34,-13.7400000000016,24590.783
28013.35,-13.730000000003201,24444.703
28013.36,-13.720000000001164,24493.389
28013.37,-13.710000000002765,24639.492
28013.38,-13.700000000000728,24493.389
28013.39,-13.690000000002328,24493.389
28013.4,-13.680000000000291,24347.355
28013.41,-13.670000000001892,24590.783
28013.42,-13.660000000003492,24444.703
28013.43,-13.650000000001455,24396.025
28013.44,-13.640000000003056,24444.703
28013.45,-13.630000000001019,24250.041
28013.46,-13.62000000000262,24201.396
28013.47,-13.610000000000582,24444.703
28013.48,-13.600000000002183,24347.355
28013.49,-13.590000000000146,24298.695
28013.5,-13.580000000001746,24396.025
28013.51,-13.570000000003347,24396.025
28013.52,-13.56000000000131,24542.082
28013.53,-13.55000000000291,24444.703
28013.54,-13.540000000000873,24298.695
28013.55,-13.530000000002474,24250.041
28013.56,-13.520000000000437,24152.76
28013.57,-13.510000000002037,24298.695
28013.58,-13.5,24298.695
28013.59,-13.4900000000016,24298.695
28013.6,-13.480000000003201,24639.492
28013.61,-13.470000000001164,24347.355
28013.62,-13.460000000002765,24396.025
28013.63,-13.450000000000728,24493.389
28013.64,-13.440000000002328,24590.783
28013.65,-13.430000000000291,24444.703
28013.66,-13.420000000001892,24542.082
28013.67,-13.410000000003492,24444.703
28013.68,-13.400000000001455,24396.025
28013.69,-13.390000000003056,24444.703
28013.7,-13.380000000001019,24347.355
28013.71,-13.37000000000262,24493.389
28013.72,-13.360000000000582,24542.082
28013.73,-13.350000000002183,24298.695
28013.74,-13.340000000000146,24542.082
28013.75,-13.330000000001746,24493.389
28013.76,-13.320000000003347,24493.389
28013.77,-13.31000000000131,24250.041
28013.78,-13.30000000000291,24590.783
28013.79,-13.290000000000873,24590.783
28013.8,-13.280000000002474,24542.082
28013.81,-13.270000000000437,24396.025
28013.82,-13.260000000002037,24347.355
28013.83,-13.25,24347.355
28013.84,-13.2400000000016,24493.389
28013.85,-13.230000000003201,24493.389
28013.86,-13.220000000001164,24493.389
28013.87,-13.210000000002765,24298.695
28013.88,-13.200000000000728,24493.389
28013.89,-13.190000000002328,24201.396
28013.9,-13.180000000000291,24298.695
28013.91,-13.170000000001892,24250.041
28013.92,-13.160000000003492,24298.695
28013.93,-13.150000000001455,24444.703
28013.94,-13.140000000003056,24347.355
28013.95,-13.130000000001019,24250.041
28013.96,-13.12000000000262,24152.76
28013.97,-13.110000000000582,24298.695
28013.98,-13.100000000002183,24250.041
28013.99,-13.090000000000146,24104.131
28014.0,-13.080000000001746,24347.355
28014.01,-13.070000000003347,24396.025
28014.02,-13.06000000000131,24104.131
28014.03,-13.05000000000291,24396.025
28014.04,-13.040000000000873,24347.355
28014.05,-13.030000000002474,24298.695
