variant,label,detected_peaks,selected_peak,avg_peak_duration_ms,avg_peak_mean_current_ma,avg_peak_mean_excess_current_ma,avg_peak_energy_total_uj,avg_peak_energy_uj,duration_vs_summary_ratio
v0,v0 baseline,6,3,1.763333333333482,41.415122033238376,25.774138199905025,270.0128186143333,167.887308784,0.9534811319209705
v1,v1 w90 pruned,6,1,1.670000000000461,39.63848258001114,24.98682708001114,244.93544217966675,154.40634384216665,0.9760374050265698
v0_0,int8 cpu,6,1,897.2899999999998,14.922382541996122,3.239503708662691,49541.907135091744,10755.064846162959,1.0000039703040757
