Timestamp(ms),Current(uA)
20133.47,134029.422
20133.48,134791.547
20133.49,134791.547
20133.5,133267.391
20133.51,138603.234
20133.52,138603.234
20133.53,142416.813
20133.54,146232.266
20133.55,151577.063
20133.56,152340.906
20133.57,154632.875
20133.58,156925.531
20133.59,156925.531
20133.6,161512.875
20133.61,157689.906
20133.62,156925.531
20133.63,163042.594
20133.64,162277.703
20133.65,162277.703
20133.66,166102.922
20133.67,167633.547
20133.68,165337.734
20133.69,166868.203
20133.7,167633.547
20133.71,167633.547
20133.72,169164.469
20133.73,172227.203
20133.74,173759.016
20133.75,173759.016
20133.76,175291.141
20133.77,172993.078
20133.78,173759.016
20133.79,174525.047
20133.8,172993.078
20133.81,174525.047
20133.82,175291.141
20133.83,172993.078
20133.84,174525.047
20133.85,178356.281
20133.86,176057.313
20133.87,173759.016
20133.88,175291.141
20133.89,175291.141
20133.9,175291.141
20133.91,177589.891
20133.92,176057.313
20133.93,176057.313
20133.94,176823.563
20133.95,177589.891
20133.96,172227.203
20133.97,173759.016
20133.98,172227.203
20133.99,174525.047
20134,176057.313
20134.01,177589.891
20134.02,177589.891
20134.03,174525.047
20134.04,175291.141
20134.05,174525.047
20134.06,178356.281
20134.07,178356.281
20134.08,177589.891
20134.09,176823.563
20134.1,179122.766
20134.11,178356.281
20134.12,176057.313
20134.13,179122.766
20134.14,175291.141
20134.15,176823.563
20134.16,175291.141
20134.17,173759.016
20134.18,176823.563
20134.19,175291.141
20134.2,172227.203
20134.21,175291.141
20134.22,174525.047
20134.23,178356.281
20134.24,175291.141
20134.25,173759.016
20134.26,172227.203
20134.27,173759.016
20134.28,177589.891
20134.29,174525.047
20134.3,175291.141
20134.31,177589.891
20134.32,176823.563
20134.33,175291.141
20134.34,172993.078
20134.35,176057.313
20134.36,174525.047
20134.37,177589.891
20134.38,176823.563
20134.39,175291.141
20134.4,173759.016
20134.41,173759.016
20134.42,175291.141
20134.43,176823.563
20134.44,176823.563
20134.45,176823.563
20134.46,175291.141
20134.47,176823.563
20134.48,190628.891
20134.49,192932.156
20134.5,188326.313
20134.51,183723.188
20134.52,175291.141
20134.53,177589.891
20134.54,173759.016
20134.55,172993.078
20134.56,172227.203
20134.57,174525.047
20134.58,173759.016
20134.59,172993.078
20134.6,174525.047
20134.61,169930.031
20134.62,171461.406
20134.63,169930.031
20134.64,169164.469
20134.65,175291.141
20134.66,170695.688
20134.67,170695.688
20134.68,172227.203
20134.69,168398.969
20134.7,172227.203
20134.71,169930.031
20134.72,169930.031
20134.73,169164.469
20134.74,169164.469
20134.75,169164.469
20134.76,169164.469
20134.77,169930.031
20134.78,172227.203
20134.79,167633.547
20134.8,170695.688
20134.81,166868.203
20134.82,163807.563
20134.83,159983.469
20134.84,160748.141
20134.85,162277.703
20134.86,160748.141
20134.87,156925.531
20134.88,159218.875
20134.89,156925.531
20134.9,158454.344
20134.91,157689.906
20134.92,156925.531
20134.93,156925.531
20134.94,153868.813
20134.95,155397.031
20134.96,157689.906
20134.97,156925.531
20134.98,160748.141
20134.99,156161.250
20135,156925.531
20135.01,156925.531
20135.02,154632.875
20135.03,152340.906
20135.04,155397.031
20135.05,154632.875
20135.06,154632.875
20135.07,157689.906
20135.08,153868.813
20135.09,156161.250
20135.1,155397.031
20135.11,156161.250
20135.12,154632.875
20135.13,153868.813
20135.14,153104.813
20135.15,154632.875
20135.16,151577.063
20135.17,153868.813
20135.18,155397.031
20135.19,155397.031
20135.2,154632.875
20135.21,154632.875
20135.22,154632.875
20135.23,155397.031
20135.24,156161.250
20135.25,155397.031
20135.26,155397.031
20135.27,154632.875
20135.28,154632.875
20135.29,155397.031
20135.3,156925.531
20135.31,155397.031
20135.32,155397.031
20135.33,155397.031
20135.34,154632.875
20135.35,154632.875
20135.36,154632.875
20135.37,152340.906
20135.38,156161.250
20135.39,156161.250
20135.4,156925.531
20135.41,153868.813
20135.42,150813.297
20135.43,156161.250
20135.44,154632.875
20135.45,153868.813
20135.46,156161.250
20135.47,153104.813
20135.48,156161.250
20135.49,153868.813
20135.5,154632.875
20135.51,155397.031
20135.52,155397.031
20135.53,156161.250
20135.54,154632.875
20135.55,152340.906
20135.56,153868.813
20135.57,153868.813
20135.58,154632.875
20135.59,154632.875
20135.6,153868.813
20135.61,154632.875
20135.62,154632.875
20135.63,156161.250
20135.64,157689.906
20135.65,159983.469
20135.66,163807.563
20135.67,168398.969
20135.68,171461.406
20135.69,172993.078
20135.7,174525.047
20135.71,170695.688
20135.72,173759.016
20135.73,175291.141
20135.74,176823.563
20135.75,173759.016
20135.76,169930.031
20135.77,170695.688
20135.78,165337.734
20135.79,170695.688
20135.8,168398.969
20135.81,166102.922
20135.82,163807.563
20135.83,163042.594
20135.84,163042.594
20135.85,162277.703
20135.86,160748.141
20135.87,162277.703
20135.88,159983.469
20135.89,161512.875
20135.9,158454.344
20135.91,160748.141
20135.92,156925.531
20135.93,158454.344
20135.94,158454.344
20135.95,155397.031
20135.96,155397.031
20135.97,156925.531
20135.98,157689.906
20135.99,155397.031
20136,153868.813
20136.01,159218.875
20136.02,158454.344
20136.03,157689.906
20136.04,156161.250
20136.05,157689.906
20136.06,156925.531
20136.07,160748.141
20136.08,166102.922
20136.09,166102.922
20136.1,169930.031
20136.11,166868.203
20136.12,165337.734
20136.13,167633.547
20136.14,169930.031
20136.15,171461.406
20136.16,169930.031
20136.17,172227.203
20136.18,181422.641
20136.19,190628.891
20136.2,202151.953
20136.21,204458.594
20136.22,205996.719
20136.23,208304.484
20136.24,206765.906
