time_ms,time_relative_ms,current_ua
13455.83,-1.1000000000003638,15868.945
13455.84,-1.0900000000001455,14643.779
13455.85,-1.0799999999999272,13892.561
13455.86,-1.069999999999709,13190.181
13455.87,-1.0599999999994907,12676.265
13455.88,-1.0500000000010914,12023.61
13455.89,-1.0400000000008731,11651.381
13455.9,-1.0300000000006548,11511.928
13455.91,-1.0200000000004366,11140.413
13455.92,-1.0100000000002183,21401.973
13455.93,-1.0,28028.17
13455.94,-0.9899999999997817,26406.537
13455.95,-0.9799999999995634,24112.211
13455.96,-0.9700000000011642,21546.52
13455.97,-0.9600000000009459,19816.797
13455.98,-0.9500000000007276,18192.838
13455.99,-0.9400000000005093,16909.914
13456.0,-0.930000000000291,15444.229
13456.01,-0.9200000000000728,14737.828
13456.02,-0.9099999999998545,13892.561
13456.03,-0.8999999999996362,12863.029
13456.04,-0.8899999999994179,12442.991
13456.05,-0.8800000000010186,12023.61
13456.06,-0.8700000000008004,11604.888
13456.07,-0.8600000000005821,11326.105
13456.08,-0.8500000000003638,26946.1
13456.09,-0.8400000000001455,27634.234
13456.1,-0.8299999999999272,25232.725
13456.11,-0.819999999999709,22705.516
13456.12,-0.8099999999994907,20728.395
13456.13,-0.8000000000010914,19146.971
13456.14,-0.7900000000008731,17336.896
13456.15,-0.7800000000006548,15821.723
13456.16,-0.7700000000004366,14878.962
13456.17,-0.7600000000002183,14080.17
13456.18,-0.75,13377.304
13456.19,-0.7399999999997817,12582.931
13456.2,-0.7299999999995634,12303.125
13456.21,-0.7200000000011642,11697.881
13456.22,-0.7100000000009459,11511.928
13456.23,-0.7000000000007276,11186.823
13456.24,-0.6900000000005093,11279.67
13456.25,-0.680000000000291,26847.924
13456.26,-0.6700000000000728,27044.307
13456.27,-0.6599999999998545,24745.018
13456.28,-0.6499999999996362,22657.131
13456.29,-0.6399999999994179,20392.201
13456.3,-0.6300000000010186,18478.738
13456.31,-0.6200000000008004,17004.742
13456.32,-0.6100000000005821,15680.101
13456.33,-0.6000000000003638,14831.909
13456.34,-0.5900000000001455,28373.289
13456.35,-0.5799999999999272,29064.723
13456.36,-0.569999999999709,26357.535
13456.37,-0.5599999999994907,23820.611
13456.38,-0.5500000000010914,21401.973
13456.39,-0.5400000000008731,19433.846
13456.4,-0.5300000000006548,18050.0
13456.41,-0.5200000000004366,16625.623
13456.42,-0.5100000000002183,15632.91
13456.43,-0.5,14502.768
13456.44,-0.4899999999997817,13939.45
13456.45,-0.47999999999956344,13096.669
13456.46,-0.47000000000116415,12349.738
13456.47,-0.4600000000009459,11930.504
13456.48,-0.4500000000007276,11511.928
13456.49,-0.4400000000005093,11233.243
13456.5,-0.43000000000029104,10908.479
13456.51,-0.42000000000007276,20872.6
13456.52,-0.4099999999998545,27781.898
13456.53,-0.3999999999996362,26112.646
13456.54,-0.3899999999994179,23432.264
13456.55,-0.38000000000101863,21064.984
13456.56,-0.37000000000080036,19529.535
13456.57,-0.3600000000005821,17812.096
13456.58,-0.3500000000003638,16436.26
13456.59,-0.3400000000001455,15161.449
13456.6,-0.32999999999992724,14455.779
13456.61,-0.31999999999970896,13751.938
13456.62,-0.3099999999994907,12956.461
13456.63,-0.3000000000010914,12349.738
13456.64,-0.2900000000008731,11837.431
13456.65,-0.28000000000065484,11372.549
13456.66,-0.27000000000043656,10908.479
13456.67,-0.2600000000002183,10769.417
13456.68,-0.25,11140.413
13456.69,-0.23999999999978172,26847.924
13456.7,-0.22999999999956344,27044.307
13456.71,-0.22000000000116415,24501.469
13456.72,-0.21000000000094587,22077.145
13456.73,-0.2000000000007276,19816.797
13456.74,-0.19000000000050932,18431.066
13456.75,-0.18000000000029104,17052.168
13456.76,-0.17000000000007276,15963.417
13456.77,-0.15999999999985448,14926.022
13456.78,-0.1499999999996362,14127.093
13456.79,-0.13999999999941792,13143.421
13456.8,-0.13000000000101863,12676.265
13456.81,-0.12000000000080036,12116.749
13456.82,-0.11000000000058208,19386.012
13456.83,-0.1000000000003638,28471.969
13456.84,-0.09000000000014552,27240.818
13456.85,-0.07999999999992724,24550.162
13456.86,-0.06999999999970896,33848.875
13456.87,-0.05999999999949068,36978.426
13456.88,-0.050000000001091394,45823.875
13456.89,-0.040000000000873115,42246.543
13456.9,-0.030000000000654836,37435.309
13456.91,-0.020000000000436557,46449.969
13456.92,-0.010000000000218279,48282.75
13456.93,0.0,49756.145
13456.94,0.010000000000218279,44419.445
13456.95,0.020000000000436557,38707.887
13456.96,0.029999999998835847,33999.586
13456.97,0.039999999999054126,30154.479
13456.98,0.049999999999272404,26995.199
13456.99,0.05999999999949068,24014.979
13457.0,0.06999999999970896,33748.441
13457.01,0.07999999999992724,34653.512
13457.02,0.09000000000014552,31248.166
13457.03,0.1000000000003638,27831.137
13457.04,0.11000000000058208,24696.291
13457.05,0.11999999999898137,22173.729
13457.06,0.12999999999919964,20152.309
13457.07,0.13999999999941792,18526.416
13457.08,0.1499999999996362,17194.496
13457.09,0.15999999999985448,15963.417
13457.1,0.17000000000007276,15114.348
13457.11,0.18000000000029104,14127.093
13457.12,0.19000000000050932,13470.913
13457.13,0.1999999999989086,12769.631
13457.14,0.20999999999912689,11977.054
13457.15,0.21999999999934516,11744.39
13457.16,0.22999999999956344,19625.256
13457.17,0.23999999999978172,27880.383
13457.18,0.25,26357.535
13457.19,0.2600000000002183,23966.375
13457.2,0.27000000000043656,21450.146
13457.21,0.27999999999883585,19386.012
13457.22,0.2899999999990541,17954.813
13457.23,0.2999999999992724,16530.926
13457.24,0.3099999999994907,15255.676
13457.25,0.31999999999970896,14549.764
13457.26,0.32999999999992724,13658.23
13457.27,0.3400000000001455,13143.421
13457.28,0.3500000000003638,12442.991
13457.29,0.3600000000005821,11930.504
13457.3,0.36999999999898137,11651.381
13457.31,0.37999999999919964,11419.0
13457.32,0.3899999999994179,10954.85
13457.33,0.3999999999996362,10630.428
13457.34,0.4099999999998545,24842.494
13457.35,0.42000000000007276,27339.125
13457.36,0.43000000000029104,25281.541
13457.37,0.4400000000005093,22657.131
13457.38,0.4499999999989086,20440.205
13457.39,0.4599999999991269,18478.738
13457.4,0.46999999999934516,17004.742
13457.41,0.47999999999956344,15916.177
13457.42,0.4899999999997817,14926.022
13457.43,0.5,14080.17
13457.44,0.5100000000002183,13377.304
13457.45,0.5200000000004366,13003.188
13457.46,0.5299999999988358,12396.361
13457.47,0.5399999999990541,11883.964
13457.48,0.5499999999992724,11651.381
13457.49,0.5599999999994907,11233.243
13457.5,0.569999999999709,10862.117
13457.51,0.5799999999999272,10537.809
13457.52,0.5900000000001455,25770.141
13457.53,0.6000000000003638,27240.818
13457.54,0.6100000000005821,25135.119
13457.55,0.6199999999989814,22802.309
13457.56,0.6299999999991996,20680.342
13457.57,0.6399999999994179,18717.209
13457.58,0.6499999999996362,17194.496
13457.59,0.6599999999998545,15868.945
13457.6,0.6700000000000728,14690.8
13457.61,0.680000000000291,14033.256
13457.62,0.6900000000005093,13190.181
13457.63,0.6999999999989086,12442.991
13457.64,0.7099999999991269,12209.921
13457.65,0.7199999999993452,11697.881
13457.66,0.7299999999995634,11233.243
13457.67,0.7399999999997817,10954.85
13457.68,0.75,10723.079
13457.69,0.7600000000002183,10723.079
13457.7,0.7700000000004366,22270.344
13457.71,0.7799999999988358,27634.234
13457.72,0.7899999999990541,25867.959
13457.73,0.7999999999992724,23383.758
13457.74,0.8099999999994907,21209.359
13457.75,0.819999999999709,19386.012
13457.76,0.8299999999999272,17716.99
13457.77,0.8400000000001455,16436.26
13457.78,0.8500000000003638,15302.802
13457.79,0.8600000000005821,14314.865
13457.8,0.8699999999989814,13658.23
13457.81,0.8799999999991996,12909.741
13457.82,0.8899999999994179,12349.738
13457.83,0.8999999999996362,11883.964
13457.84,0.9099999999998545,11326.105
13457.85,0.9200000000000728,11094.01
13457.86,0.930000000000291,10862.117
13457.87,0.9400000000005093,10491.512
13457.88,0.9499999999989086,10075.201
13457.89,0.9599999999991269,25281.541
13457.9,0.9699999999993452,26995.199
13457.91,0.9799999999995634,24745.018
13457.92,0.9899999999997817,22222.031
13457.93,1.0,20392.201
13457.94,1.0100000000002183,18764.928
13457.95,1.0200000000004366,17289.422
13457.96,1.0299999999988358,16010.664
13457.97,1.0399999999990541,15114.348
13457.98,1.0499999999992724,13845.678
13457.99,1.0599999999994907,16388.938
13458.0,1.069999999999709,28669.424
13458.01,1.0799999999999272,27831.137
13458.02,1.0900000000001455,25183.918
13458.03,1.1000000000003638,22657.131
13458.04,1.110000000000582,20536.236
