peak_number,window_start_ms,window_end_ms,peak_time_ms,peak_current_ua,baseline_current_ua,threshold_current_ua,start_ms,end_ms,duration_ms,mean_current_ua,mean_excess_current_ua,charge_total_uc,charge_uc,energy_total_uj,energy_uj
1,0.0,4339.99,2033.45,24891.244,21209.359,21692.355750000002,2030.88,2184.05,153.18000000000006,22848.42472875136,1639.065728750553,3499.9216999501496,251.07208832999297,11479.74317583649,823.5164497223769
2,4339.99,9249.33,6646.53,24988.77,21353.809,22031.25475,6494.96,6648.0,153.04999999999995,22883.330633584672,1529.5216335837922,3502.2937534701837,234.093286020021,11487.523511382202,767.8259781456688
3,9249.33,14309.8,11852.13,24891.244,21161.227,21850.3645,11838.83,11991.6,152.78000000000043,22875.041087054116,1713.8140870533084,3494.848777280171,261.83651622000343,11463.10398947896,858.8237732016112
4,14309.8,19177.31,16767.47,24988.77,21305.65,21982.98225,16617.15,16770.44,153.29999999999723,22879.847332616682,1574.1973326157745,3507.4805960901535,241.32445108999676,11504.536355175704,791.5441995751893
5,19177.31,24238.195,21587.15,24988.77,21257.502,21740.579250000003,21584.15,21737.24,153.10000000000014,22897.049125866455,1639.5471258654363,3505.5382211701894,251.01466496998623,11498.16536543822,823.3281011015548
6,24238.195,30000.0,26889.24,25086.328,21257.502,21946.87125,26739.03,26892.2,153.18000000000188,22890.49706358609,1632.9950635853295,3506.3663402001644,250.14218383998576,11500.88159585654,820.4663629951533
