Timestamp(ms),Current(uA)
9497.17,127173.789
9497.18,131743.531
9497.19,129458.320
9497.2,136316.000
9497.21,139365.797
9497.22,148522.438
9497.23,150049.594
9497.24,155397.031
9497.25,153104.813
9497.26,157689.906
9497.27,162277.703
9497.28,162277.703
9497.29,159983.469
9497.3,162277.703
9497.31,162277.703
9497.32,162277.703
9497.33,166868.203
9497.34,165337.734
9497.35,165337.734
9497.36,166868.203
9497.37,168398.969
9497.38,169930.031
9497.39,166102.922
9497.4,171461.406
9497.41,169164.469
9497.42,169164.469
9497.43,169930.031
9497.44,168398.969
9497.45,170695.688
9497.46,169930.031
9497.47,170695.688
9497.48,170695.688
9497.49,172227.203
9497.5,169164.469
9497.51,169930.031
9497.52,172993.078
9497.53,169930.031
9497.54,169164.469
9497.55,169164.469
9497.56,169164.469
9497.57,171461.406
9497.58,169930.031
9497.59,172993.078
9497.6,172993.078
9497.61,176057.313
9497.62,172227.203
9497.63,172993.078
9497.64,166868.203
9497.65,166102.922
9497.66,171461.406
9497.67,169930.031
9497.68,168398.969
9497.69,169164.469
9497.7,171461.406
9497.71,172227.203
9497.72,170695.688
9497.73,172993.078
9497.74,173759.016
9497.75,173759.016
9497.76,170695.688
9497.77,173759.016
9497.78,172993.078
9497.79,170695.688
9497.8,172993.078
9497.81,172993.078
9497.82,173759.016
9497.83,172993.078
9497.84,173759.016
9497.85,171461.406
9497.86,172227.203
9497.87,169930.031
9497.88,169930.031
9497.89,169164.469
9497.9,172227.203
9497.91,172227.203
9497.92,172993.078
9497.93,173759.016
9497.94,176823.563
9497.95,171461.406
9497.96,174525.047
9497.97,172993.078
9497.98,172993.078
9497.99,172227.203
9498,172993.078
9498.01,172227.203
9498.02,171461.406
9498.03,171461.406
9498.04,172227.203
9498.05,172993.078
9498.06,169930.031
9498.07,172993.078
9498.08,170695.688
9498.09,173759.016
9498.1,172993.078
9498.11,172993.078
9498.12,170695.688
9498.13,170695.688
9498.14,172227.203
9498.15,172993.078
9498.16,173759.016
9498.17,171461.406
9498.18,174525.047
9498.19,171461.406
9498.2,166102.922
9498.21,163807.563
9498.22,159218.875
9498.23,151577.063
9498.24,154632.875
9498.25,154632.875
9498.26,157689.906
9498.27,158454.344
9498.28,162277.703
9498.29,160748.141
9498.3,161512.875
9498.31,161512.875
9498.32,161512.875
9498.33,159983.469
9498.34,161512.875
9498.35,167633.547
9498.36,163042.594
9498.37,166102.922
9498.38,168398.969
9498.39,163807.563
9498.4,169164.469
9498.41,166868.203
9498.42,165337.734
9498.43,166102.922
9498.44,161512.875
9498.45,164572.609
9498.46,163042.594
9498.47,167633.547
9498.48,164572.609
9498.49,159983.469
9498.5,161512.875
9498.51,153868.813
9498.52,152340.906
9498.53,150049.594
9498.54,151577.063
9498.55,150049.594
9498.56,149285.984
9498.57,150049.594
9498.58,151577.063
9498.59,147758.969
9498.6,149285.984
9498.61,150049.594
9498.62,152340.906
9498.63,152340.906
9498.64,151577.063
9498.65,149285.984
9498.66,149285.984
9498.67,150049.594
9498.68,149285.984
9498.69,152340.906
9498.7,150049.594
9498.71,151577.063
9498.72,151577.063
9498.73,154632.875
9498.74,153868.813
9498.75,153104.813
9498.76,150813.297
9498.77,150813.297
9498.78,150813.297
9498.79,153104.813
9498.8,149285.984
9498.81,151577.063
9498.82,150049.594
9498.83,150813.297
9498.84,152340.906
9498.85,153868.813
9498.86,153868.813
9498.87,151577.063
9498.88,150813.297
9498.89,151577.063
9498.9,150813.297
9498.91,150813.297
9498.92,151577.063
9498.93,150813.297
9498.94,150049.594
9498.95,150049.594
9498.96,152340.906
9498.97,153104.813
9498.98,153104.813
9498.99,149285.984
9499,150813.297
9499.01,150813.297
9499.02,151577.063
9499.03,153104.813
9499.04,151577.063
9499.05,151577.063
9499.06,149285.984
9499.07,152340.906
9499.08,154632.875
9499.09,150813.297
9499.1,151577.063
9499.11,150049.594
9499.12,153104.813
9499.13,150049.594
9499.14,150813.297
9499.15,149285.984
9499.16,151577.063
9499.17,149285.984
9499.18,153868.813
9499.19,150813.297
9499.2,151577.063
9499.21,151577.063
9499.22,150813.297
9499.23,150813.297
9499.24,152340.906
9499.25,152340.906
9499.26,152340.906
9499.27,150049.594
9499.28,153104.813
9499.29,155397.031
9499.3,153868.813
9499.31,152340.906
9499.32,152340.906
9499.33,155397.031
9499.34,153104.813
9499.35,160748.141
9499.36,165337.734
