Timestamp(ms),Current(uA)
9499.37,161512.875
9499.38,165337.734
9499.39,169930.031
9499.4,172227.203
9499.41,175291.141
9499.42,173759.016
9499.43,174525.047
9499.44,175291.141
9499.45,172993.078
9499.46,169930.031
9499.47,168398.969
9499.48,166102.922
9499.49,162277.703
9499.5,163042.594
9499.51,159218.875
9499.52,153868.813
9499.53,156925.531
9499.54,156161.250
9499.55,155397.031
9499.56,153868.813
9499.57,152340.906
9499.58,153868.813
9499.59,153868.813
9499.6,153104.813
9499.61,151577.063
9499.62,150813.297
9499.63,151577.063
9499.64,150813.297
9499.65,150813.297
9499.66,149285.984
9499.67,149285.984
9499.68,152340.906
9499.69,153104.813
9499.7,151577.063
9499.71,151577.063
9499.72,150813.297
9499.73,147758.969
9499.74,150813.297
9499.75,155397.031
9499.76,160748.141
9499.77,159983.469
9499.78,166868.203
9499.79,166102.922
9499.8,166102.922
9499.81,164572.609
9499.82,163042.594
9499.83,167633.547
9499.84,169930.031
9499.85,169930.031
9499.86,175291.141
9499.87,182956.266
9499.88,199077.484
9499.89,199077.484
9499.9,192164.328
9499.91,184490.188
9499.92,179889.313
9499.93,173759.016
9499.94,172227.203
9499.95,166868.203
9499.96,163042.594
9499.97,159218.875
9499.98,156161.250
9499.99,154632.875
9500,157689.906
9500.01,163042.594
9500.02,156925.531
9500.03,154632.875
9500.04,154632.875
9500.05,147758.969
9500.06,146995.578
9500.07,142416.813
9500.08,142416.813
9500.09,138603.234
9500.1,140891.156
9500.11,137840.750
9500.12,135553.734
9500.13,139365.797
9500.14,136316.000
9500.15,137840.750
