time_ms,time_relative_ms,current_ua
14175.05,-8.0,126412.422
14175.06,-7.989999999999782,127173.789
14175.07,-7.979999999999563,127173.789
14175.08,-7.969999999999345,125651.141
14175.09,-7.959999999999127,124889.93
14175.1,-7.949999999998909,125651.141
14175.11,-7.93999999999869,127173.789
14175.12,-7.929999999998472,126412.422
14175.13,-7.920000000000073,122606.742
14175.14,-7.9099999999998545,127173.789
14175.15,-7.899999999999636,127173.789
14175.16,-7.889999999999418,127935.227
14175.17,-7.8799999999992,127173.789
14175.18,-7.869999999998981,127935.227
14175.19,-7.859999999998763,127173.789
14175.2,-7.849999999998545,128696.734
14175.21,-7.8400000000001455,130219.984
14175.22,-7.829999999999927,127935.227
14175.23,-7.819999999999709,126412.422
14175.24,-7.809999999999491,130219.984
14175.25,-7.799999999999272,126412.422
14175.26,-7.789999999999054,127935.227
14175.27,-7.779999999998836,127173.789
14175.28,-7.769999999998618,125651.141
14175.29,-7.759999999998399,127173.789
14175.3,-7.75,126412.422
14175.31,-7.739999999999782,129458.32
14175.32,-7.729999999999563,127173.789
14175.33,-7.719999999999345,126412.422
14175.34,-7.709999999999127,125651.141
14175.35,-7.699999999998909,125651.141
14175.36,-7.68999999999869,127173.789
14175.37,-7.679999999998472,127173.789
14175.38,-7.670000000000073,128696.734
14175.39,-7.6599999999998545,130981.727
14175.4,-7.649999999999636,128696.734
14175.41,-7.639999999999418,127173.789
14175.42,-7.6299999999992,127173.789
14175.43,-7.619999999998981,127173.789
14175.44,-7.609999999998763,127173.789
14175.45,-7.599999999998545,127935.227
14175.46,-7.5900000000001455,127935.227
14175.47,-7.579999999999927,130219.984
14175.48,-7.569999999999709,126412.422
14175.49,-7.559999999999491,126412.422
14175.5,-7.549999999999272,126412.422
14175.51,-7.539999999999054,127173.789
14175.52,-7.529999999998836,127173.789
14175.53,-7.519999999998618,127935.227
14175.54,-7.509999999998399,130219.984
14175.55,-7.5,127935.227
14175.56,-7.489999999999782,129458.32
14175.57,-7.479999999999563,129458.32
