Timestamp(ms),Current(uA)
13695.3,169164.469
13695.31,172993.078
13695.32,172227.203
13695.33,176823.563
13695.34,176823.563
13695.35,174525.047
13695.36,169164.469
13695.37,171461.406
13695.38,167633.547
13695.39,168398.969
13695.4,169164.469
13695.41,168398.969
13695.42,166868.203
13695.43,166868.203
13695.44,163042.594
13695.45,163807.563
13695.46,164572.609
13695.47,159983.469
13695.48,163807.563
13695.49,163042.594
13695.5,163807.563
13695.51,160748.141
13695.52,159218.875
13695.53,162277.703
13695.54,162277.703
13695.55,159218.875
13695.56,158454.344
13695.57,159218.875
13695.58,157689.906
13695.59,156925.531
13695.6,159218.875
13695.61,159983.469
13695.62,155397.031
13695.63,160748.141
13695.64,159983.469
13695.65,163807.563
13695.66,167633.547
13695.67,168398.969
13695.68,169164.469
13695.69,166868.203
13695.7,170695.688
13695.71,172227.203
13695.72,175291.141
13695.73,178356.281
13695.74,185257.266
13695.75,189861.297
13695.76,194468.031
13695.77,187558.938
13695.78,187558.938
13695.79,182956.266
13695.8,183723.188
13695.81,179122.766
13695.82,177589.891
13695.83,174525.047
13695.84,169164.469
13695.85,172227.203
13695.86,170695.688
13695.87,168398.969
13695.88,167633.547
13695.89,167633.547
13695.9,164572.609
13695.91,161512.875
13695.92,159218.875
13695.93,156925.531
13695.94,157689.906
13695.95,154632.875
13695.96,154632.875
13695.97,151577.063
13695.98,147758.969
13695.99,149285.984
13696,148522.438
13696.01,144705.859
13696.02,145469.016
13696.03,144705.859
13696.04,143179.750
13696.05,142416.813
13696.06,142416.813
13696.07,142416.813
13696.08,142416.813
13696.09,142416.813
13696.1,143179.750
