Timestamp(ms),Current(uA)
13693.08,132505.422
13693.09,134029.422
13693.1,132505.422
13693.11,137840.750
13693.12,143942.766
13693.13,142416.813
13693.14,147758.969
13693.15,146995.578
13693.16,151577.063
13693.17,151577.063
13693.18,156161.250
13693.19,155397.031
13693.2,156161.250
13693.21,161512.875
13693.22,161512.875
13693.23,161512.875
13693.24,163807.563
13693.25,166102.922
13693.26,162277.703
13693.27,162277.703
13693.28,171461.406
13693.29,168398.969
13693.3,166868.203
13693.31,171461.406
13693.32,169164.469
13693.33,169164.469
13693.34,169930.031
13693.35,170695.688
13693.36,170695.688
13693.37,171461.406
13693.38,172227.203
13693.39,175291.141
13693.4,176057.313
13693.41,172227.203
13693.42,174525.047
13693.43,172993.078
13693.44,174525.047
13693.45,173759.016
13693.46,170695.688
13693.47,174525.047
13693.48,177589.891
13693.49,179122.766
13693.5,177589.891
13693.51,175291.141
13693.52,175291.141
13693.53,175291.141
13693.54,179122.766
13693.55,179122.766
13693.56,176823.563
13693.57,177589.891
13693.58,178356.281
13693.59,179122.766
13693.6,178356.281
13693.61,176823.563
13693.62,179122.766
13693.63,177589.891
13693.64,178356.281
13693.65,177589.891
13693.66,175291.141
13693.67,178356.281
13693.68,179122.766
13693.69,176823.563
13693.7,179122.766
13693.71,179122.766
13693.72,178356.281
13693.73,179889.313
13693.74,179122.766
13693.75,176823.563
13693.76,179889.313
13693.77,173759.016
13693.78,176057.313
13693.79,176823.563
13693.8,177589.891
13693.81,175291.141
13693.82,176057.313
13693.83,178356.281
13693.84,179122.766
13693.85,179122.766
13693.86,176057.313
13693.87,172993.078
13693.88,178356.281
13693.89,176823.563
13693.9,179889.313
13693.91,176057.313
13693.92,179122.766
13693.93,179122.766
13693.94,179122.766
13693.95,179122.766
13693.96,177589.891
13693.97,179122.766
13693.98,179122.766
13693.99,179122.766
13694,176057.313
13694.01,177589.891
13694.02,179889.313
13694.03,177589.891
13694.04,178356.281
13694.05,179122.766
13694.06,182189.406
13694.07,176823.563
13694.08,179889.313
13694.09,180655.938
13694.1,177589.891
13694.11,172993.078
13694.12,169930.031
13694.13,166868.203
13694.14,168398.969
13694.15,169930.031
13694.16,170695.688
13694.17,166868.203
13694.18,168398.969
13694.19,170695.688
13694.2,171461.406
13694.21,171461.406
13694.22,168398.969
13694.23,169930.031
13694.24,169930.031
13694.25,169164.469
13694.26,169930.031
13694.27,169164.469
13694.28,170695.688
13694.29,176057.313
13694.3,172993.078
13694.31,169930.031
13694.32,169930.031
13694.33,172993.078
13694.34,172227.203
13694.35,171461.406
13694.36,172227.203
13694.37,171461.406
13694.38,172993.078
13694.39,169930.031
13694.4,169930.031
13694.41,169930.031
13694.42,166868.203
13694.43,165337.734
13694.44,166868.203
13694.45,165337.734
13694.46,162277.703
13694.47,165337.734
13694.48,161512.875
13694.49,163042.594
13694.5,163807.563
13694.51,161512.875
13694.52,162277.703
13694.53,162277.703
13694.54,162277.703
13694.55,159983.469
13694.56,160748.141
13694.57,158454.344
13694.58,156925.531
13694.59,159218.875
13694.6,156925.531
13694.61,157689.906
13694.62,157689.906
13694.63,159218.875
13694.64,158454.344
13694.65,159218.875
13694.66,160748.141
13694.67,153868.813
13694.68,157689.906
13694.69,158454.344
13694.7,158454.344
13694.71,154632.875
13694.72,158454.344
13694.73,155397.031
13694.74,156925.531
13694.75,155397.031
13694.76,155397.031
13694.77,157689.906
13694.78,154632.875
13694.79,159218.875
13694.8,157689.906
13694.81,156925.531
13694.82,157689.906
13694.83,156161.250
13694.84,156925.531
13694.85,156925.531
13694.86,157689.906
13694.87,156161.250
13694.88,156161.250
13694.89,157689.906
13694.9,156161.250
13694.91,156925.531
13694.92,156925.531
13694.93,156161.250
13694.94,156925.531
13694.95,155397.031
13694.96,157689.906
13694.97,154632.875
13694.98,153868.813
13694.99,155397.031
13695,155397.031
13695.01,156161.250
13695.02,156161.250
13695.03,157689.906
13695.04,157689.906
13695.05,157689.906
13695.06,156161.250
13695.07,156925.531
13695.08,158454.344
13695.09,153868.813
13695.1,156925.531
13695.11,155397.031
13695.12,156925.531
13695.13,156925.531
13695.14,158454.344
13695.15,156925.531
13695.16,157689.906
13695.17,156161.250
13695.18,156161.250
13695.19,156161.250
13695.2,156925.531
13695.21,159218.875
13695.22,153868.813
13695.23,155397.031
13695.24,162277.703
13695.25,166102.922
13695.26,163042.594
13695.27,166102.922
13695.28,168398.969
13695.29,170695.688
