time_ms,time_relative_ms,current_ua
26982.67,-1.3700000000026193,15161.449
26982.68,-1.360000000000582,15302.802
26982.69,-1.3500000000021828,15255.676
26982.7,-1.3400000000001455,15114.348
26982.71,-1.3300000000017462,15020.169
26982.72,-1.319999999999709,15020.169
26982.73,-1.3100000000013097,14926.022
26982.74,-1.2999999999992724,14926.022
26982.75,-1.2900000000008731,15020.169
26982.76,-1.2800000000024738,15020.169
26982.77,-1.2700000000004366,15020.169
26982.78,-1.2600000000020373,14926.022
26982.79,-1.25,14878.962
26982.8,-1.2400000000016007,14926.022
26982.81,-1.2299999999995634,14878.962
26982.82,-1.2200000000011642,15114.348
26982.83,-1.2099999999991269,15020.169
26982.84,-1.2000000000007276,15067.254
26982.85,-1.1900000000023283,15161.449
26982.86,-1.180000000000291,14973.092
26982.87,-1.1700000000018917,14973.092
26982.88,-1.1599999999998545,14973.092
26982.89,-1.1500000000014552,14690.8
26982.9,-1.139999999999418,14690.8
26982.91,-1.1300000000010186,14831.909
26982.92,-1.1200000000026193,17669.451
26982.93,-1.110000000000582,19625.256
26982.94,-1.1000000000021828,19625.256
26982.95,-1.0900000000001455,19386.012
26982.96,-1.0800000000017462,19146.971
26982.97,-1.069999999999709,18860.391
26982.98,-1.0600000000013097,18717.209
26982.99,-1.0499999999992724,18478.738
26983.0,-1.0400000000008731,18097.604
26983.01,-1.0300000000024738,17812.096
26983.02,-1.0200000000004366,17812.096
26983.03,-1.0100000000020373,17669.451
26983.04,-1.0,17479.371
26983.05,-0.9900000000016007,17147.045
26983.06,-0.9799999999995634,17147.045
26983.07,-0.9700000000011642,16957.324
26983.08,-0.9599999999991269,16957.324
26983.09,-0.9500000000007276,16672.984
26983.1,-0.9400000000023283,16483.588
26983.11,-0.930000000000291,16436.26
26983.12,-0.9200000000018917,16625.623
26983.13,-0.9099999999998545,16247.024
26983.14,-0.9000000000014552,16341.625
26983.15,-0.8899999999994179,16199.736
26983.16,-0.8800000000010186,16105.184
26983.17,-0.8700000000026193,16057.92
26983.18,-0.8600000000005821,16010.664
26983.19,-0.8500000000021828,15774.507
26983.2,-0.8400000000001455,15821.723
26983.21,-0.8300000000017462,15727.3
26983.22,-0.819999999999709,15727.3
26983.23,-0.8100000000013097,15680.101
26983.24,-0.7999999999992724,15585.728
26983.25,-0.7900000000008731,15538.553
26983.26,-0.7800000000024738,15632.91
26983.27,-0.7700000000004366,15538.553
26983.28,-0.7600000000020373,15538.553
26983.29,-0.75,15538.553
26983.3,-0.7400000000016007,15397.078
26983.31,-0.7299999999995634,15255.676
26983.32,-0.7200000000011642,15444.229
26983.33,-0.7099999999991269,15302.802
26983.34,-0.7000000000007276,15255.676
26983.35,-0.6900000000023283,15114.348
26983.36,-0.680000000000291,15302.802
26983.37,-0.6700000000018917,15255.676
26983.38,-0.6599999999998545,15302.802
26983.39,-0.6500000000014552,15208.559
26983.4,-0.6399999999994179,15114.348
26983.41,-0.6300000000010186,15020.169
26983.42,-0.6200000000026193,15114.348
26983.43,-0.6100000000005821,16105.184
26983.44,-0.6000000000021828,19721.012
26983.45,-0.5900000000001455,19864.703
26983.46,-0.5800000000017462,19816.797
26983.47,-0.569999999999709,19529.535
26983.48,-0.5600000000013097,19051.412
26983.49,-0.5499999999992724,18908.133
26983.5,-0.5400000000008731,18478.738
26983.51,-0.5300000000024738,18431.066
26983.52,-0.5200000000004366,18192.838
