time_iso,elapsed_s,raw,run,cnn_us,cycles,pred_idx,mode
2026-05-15T17:51:17.095,0.9084634780883789,"BENCH,event=inference,run=1,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",1,2048473,204847300,11,offline
2026-05-15T17:51:19.147,2.9612088203430176,"BENCH,event=inference,run=2,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",2,2048473,204847300,11,offline
2026-05-15T17:51:21.200,5.014130592346191,"BENCH,event=inference,run=3,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",3,2048473,204847300,11,offline
2026-05-15T17:51:23.253,7.0669591426849365,"BENCH,event=inference,run=4,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",4,2048473,204847300,11,offline
2026-05-15T17:51:25.306,9.11982274055481,"BENCH,event=inference,run=5,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",5,2048473,204847300,11,offline
2026-05-15T17:51:27.359,11.172558546066284,"BENCH,event=inference,run=6,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",6,2048473,204847300,11,offline
2026-05-15T17:51:29.411,13.224477291107178,"BENCH,event=inference,run=7,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",7,2048473,204847300,11,offline
2026-05-15T17:51:31.463,15.277344703674316,"BENCH,event=inference,run=8,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",8,2048473,204847300,11,offline
2026-05-15T17:51:33.516,17.33028745651245,"BENCH,event=inference,run=9,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",9,2048473,204847300,11,offline
2026-05-15T17:51:35.569,19.383028268814087,"BENCH,event=inference,run=10,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",10,2048473,204847300,11,offline
2026-05-15T17:51:37.622,21.435758352279663,"BENCH,event=inference,run=11,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",11,2048473,204847300,11,offline
2026-05-15T17:51:39.675,23.4885311126709,"BENCH,event=inference,run=12,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",12,2048473,204847300,11,offline
2026-05-15T17:51:41.727,25.54139018058777,"BENCH,event=inference,run=13,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",13,2048473,204847300,11,offline
2026-05-15T17:51:43.780,27.593905448913574,"BENCH,event=inference,run=14,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",14,2048473,204847300,11,offline
2026-05-15T17:51:45.833,29.646615028381348,"BENCH,event=inference,run=15,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",15,2048473,204847300,11,offline
2026-05-15T17:51:47.885,31.69930934906006,"BENCH,event=inference,run=16,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",16,2048473,204847300,11,offline
2026-05-15T17:51:49.937,33.75108361244202,"BENCH,event=inference,run=17,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",17,2048473,204847300,11,offline
2026-05-15T17:51:51.990,35.80391216278076,"BENCH,event=inference,run=18,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",18,2048473,204847300,11,offline
2026-05-15T17:51:54.043,37.856605529785156,"BENCH,event=inference,run=19,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",19,2048473,204847300,11,offline
2026-05-15T17:51:56.095,39.909345388412476,"BENCH,event=inference,run=20,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",20,2048473,204847300,11,offline
2026-05-15T17:51:58.148,41.962188482284546,"BENCH,event=inference,run=21,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",21,2048473,204847300,11,offline
2026-05-15T17:52:00.201,44.01482582092285,"BENCH,event=inference,run=22,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",22,2048473,204847300,11,offline
2026-05-15T17:52:02.254,46.067771434783936,"BENCH,event=inference,run=23,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",23,2048473,204847300,11,offline
2026-05-15T17:52:04.307,48.12050700187683,"BENCH,event=inference,run=24,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",24,2048473,204847300,11,offline
2026-05-15T17:52:06.359,50.173046350479126,"BENCH,event=inference,run=25,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",25,2048473,204847300,11,offline
2026-05-15T17:52:08.412,52.22594976425171,"BENCH,event=inference,run=26,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",26,2048473,204847300,11,offline
2026-05-15T17:52:10.465,54.27854061126709,"BENCH,event=inference,run=27,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",27,2048473,204847300,11,offline
2026-05-15T17:52:12.518,56.33219337463379,"BENCH,event=inference,run=28,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",28,2048473,204847300,11,offline
2026-05-15T17:52:14.569,58.383209466934204,"BENCH,event=inference,run=29,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",29,2048473,204847300,11,offline
2026-05-15T17:52:16.622,60.43587851524353,"BENCH,event=inference,run=30,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",30,2048473,204847300,11,offline
2026-05-15T17:52:18.674,62.48790955543518,"BENCH,event=inference,run=31,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",31,2048473,204847300,11,offline
2026-05-15T17:52:20.727,64.54063773155212,"BENCH,event=inference,run=32,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",32,2048473,204847300,11,offline
2026-05-15T17:52:22.779,66.59341835975647,"BENCH,event=inference,run=33,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",33,2048473,204847300,11,offline
2026-05-15T17:52:24.832,68.64618515968323,"BENCH,event=inference,run=34,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",34,2048473,204847300,11,offline
2026-05-15T17:52:26.884,70.69813370704651,"BENCH,event=inference,run=35,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",35,2048473,204847300,11,offline
2026-05-15T17:52:28.937,72.75113582611084,"BENCH,event=inference,run=36,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",36,2048473,204847300,11,offline
2026-05-15T17:52:30.990,74.80394506454468,"BENCH,event=inference,run=37,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",37,2048473,204847300,11,offline
2026-05-15T17:52:33.043,76.85673832893372,"BENCH,event=inference,run=38,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",38,2048473,204847300,11,offline
2026-05-15T17:52:35.095,78.90868353843689,"BENCH,event=inference,run=39,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",39,2048473,204847300,11,offline
2026-05-15T17:52:37.147,80.96132802963257,"BENCH,event=inference,run=40,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",40,2048473,204847300,11,offline
2026-05-15T17:52:39.200,83.01416850090027,"BENCH,event=inference,run=41,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",41,2048473,204847300,11,offline
2026-05-15T17:52:41.253,85.06696939468384,"BENCH,event=inference,run=42,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",42,2048473,204847300,11,offline
2026-05-15T17:52:43.306,87.11968874931335,"BENCH,event=inference,run=43,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",43,2048473,204847300,11,offline
2026-05-15T17:52:45.359,89.17259502410889,"BENCH,event=inference,run=44,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",44,2048473,204847300,11,offline
2026-05-15T17:52:47.411,91.22513604164124,"BENCH,event=inference,run=45,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",45,2048473,204847300,11,offline
2026-05-15T17:52:49.464,93.27781915664673,"BENCH,event=inference,run=46,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",46,2048473,204847300,11,offline
2026-05-15T17:52:51.516,95.3304488658905,"BENCH,event=inference,run=47,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",47,2048473,204847300,11,offline
2026-05-15T17:52:53.569,97.38317275047302,"BENCH,event=inference,run=48,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",48,2048473,204847300,11,offline
2026-05-15T17:52:55.622,99.43590068817139,"BENCH,event=inference,run=49,mode=offline,cnn_us=2048473,cycles=204847300,pred_idx=11",49,2048473,204847300,11,offline
